,MSTR_IBIT_return,MSTR_IBIT_cum_return,AMAT_LRCX_return,AMAT_LRCX_cum_return,NVDA_AMD_return,NVDA_AMD_cum_return,LCID_RIVN_return,LCID_RIVN_cum_return,ENPH_SEDG_return,ENPH_SEDG_cum_return,NTES_BILI_return,NTES_BILI_cum_return,SLB_HAL_return,SLB_HAL_cum_return,LOW_HD_return,LOW_HD_cum_return,MAR_HLT_return,MAR_HLT_cum_return,BKNG_EXPE_return,BKNG_EXPE_cum_return,S_CRWD_return,S_CRWD_cum_return,active_pairs,MSTR_IBIT_weight,AMAT_LRCX_weight,NVDA_AMD_weight,LCID_RIVN_weight,ENPH_SEDG_weight,NTES_BILI_weight,SLB_HAL_weight,LOW_HD_weight,MAR_HLT_weight,BKNG_EXPE_weight,S_CRWD_weight,equal_weighted_return,equal_weighted_cum_return,inv_vol_weighted_return,inv_vol_weighted_cum_return
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020-03-06,,,0.0,1.0,0.0,1.0,,,0.0,1.0,0.0,1.0,0.0,1.0,0.007598888638907912,1.007598888638908,-0.008551620086501333,0.9914483799134987,0.0,1.0,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.0001190914309491777,0.9998809085690509,0.00021481202102715527,1.0002148120210272
2020-03-09,,,0.0,1.0,0.026630886665865855,1.0266308866658658,,,0.0,1.0,0.0,1.0,-0.0426831381461211,0.9573168618538789,0.008873209761608929,1.016539524933365,0.002135059063131904,0.9935651807626604,-0.005943732635450651,0.9940562673645493,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.0013734644113706325,0.9985076077255224,-0.0008899636982833457,0.9993246571478432
2020-03-10,,,0.005381418699455215,1.0053814186994552,-0.009559591291811505,1.01681671498179,,,0.0,1.0,0.0,1.0,0.0043699841435313885,0.9615003213605156,0.0,1.016539524933365,0.0,0.9935651807626604,0.0,0.9940562673645493,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,2.3976443896887335e-05,0.9985315483871597,0.00033078559843433,0.9996552193525879
2020-03-11,,,0.01598839175082827,1.0214558506806257,0.0,1.01681671498179,,,0.0,1.0,0.0,1.0,0.0,0.9615003213605156,-0.008410688353953706,1.0079897277896743,0.0,0.9935651807626604,-0.0036123026703309483,0.9904654352554891,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.0004956750908179518,0.9990264956030912,0.00027656657698838774,0.9999316905747728
2020-03-12,,,-0.008432339515152876,1.0128425881479475,0.026208138740882528,1.0434655885220812,,,0.0,1.0,0.0,1.0,0.009198515522202688,0.9703446969911532,-0.01322575173991103,0.9946583058935476,0.0007233788110646774,0.9942839047618359,0.0,0.9904654352554891,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.0018089927273857486,1.0008337272681027,-5.99522080333647e-06,0.9999256957634995
2020-03-13,,,0.00840792851111769,1.0213584962221107,0.016412350392160775,1.0605913113830678,,,0.013402530404647974,1.013402530404648,0.0,1.0,0.010340930870646546,0.9803789644234372,0.017714842133746536,1.0122785207594716,0.0034518190689860418,0.9977159929042787,-0.009903726695028129,0.9806561362838466,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.00747833433578468,1.0083182964951432,0.007840183341501545,1.0077652965461639
2020-03-16,,,0.02915273895345813,1.0511338938403705,0.0,1.0605913113830678,,,0.0,1.013402530404648,0.0,1.0,0.0,0.9803789644234372,0.0,1.0122785207594716,0.0,0.9977159929042787,-0.06350611120552507,0.9183784786386241,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.004294171531508368,1.0039884047716348,-0.0033951101820910946,1.004343822326702
2020-03-17,,,0.03347849241881697,1.086324271936467,0.020384630727053363,1.0822110736179331,,,0.013817333687120625,1.0274050513266213,0.0,1.0,0.04854055523913584,1.0279671037013198,-0.028765429310251486,0.983159894528279,0.04598686363567782,1.0435978222171025,-0.06555330604508453,0.8581757331632072,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.008486142544058578,1.0125083934871089,0.006893007718555659,1.0112667720460837
2020-03-18,,,-0.016422408347319853,1.0684842111451214,0.0,1.0822110736179331,,,0.0,1.0274050513266213,0.0,1.0,0.0774754962291763,1.1076093651678487,-0.0014891958182409182,0.9816957769246853,-0.004486367860880192,1.038915858487823,-0.016775563165942683,0.8437793519440486,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.004787745129599081,1.017356025616705,0.003567556953672457,1.0148745238507146
2020-03-19,,,-0.013536040672794406,1.0540211654048224,0.0,1.0822110736179331,,,0.07241907414930043,1.1018087739200098,0.0,1.0,-0.10910176806805263,0.986767225099303,0.0,0.9816957769246853,0.0,1.038915858487823,0.0,0.8437793519440486,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.0062773418239433255,1.0109697340872603,-0.009974627779451604,1.0047515282324555
2020-03-20,,,0.046658791877356796,1.1032005195957753,0.032746773244973985,1.1176499942488993,,,0.0072966443213617616,1.1098482806534598,0.008341725759618852,1.0083417257596188,-0.018792931779790138,0.968222975955479,0.006496935590193913,0.9880737911565303,-0.018678840509939103,1.0195101148638825,-0.005751193450804012,0.8389266136612243,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.007289738131621507,1.0183394387077513,0.007164264599321047,1.011949834037285
2020-03-23,,,0.020818069987546435,1.1261670252230176,-0.010525652986488322,1.1058859982490847,,,-0.04033345885540022,1.0650842606899869,0.0,1.0083417257596188,0.0,0.968222975955479,0.0,0.9880737911565303,0.08270868038773439,1.1038324511062219,0.0,0.8389266136612243,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.006583454816674036,1.025043630390521,0.011842299483350444,1.0239336470340814
2020-03-24,,,0.1119168404008954,1.2522040804496533,0.0,1.1058859982490847,,,0.0,1.0650842606899869,-0.02032728978607095,0.9878448712967162,-0.08867718137807978,0.8823636915022508,-0.014393446951727784,0.9738520034591263,0.01566847783514487,1.1211278254000931,-0.025703136186196587,0.8173635686600652,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.0026894670082543547,1.0222868093645645,0.0007699047030937981,1.024721978364589
2020-03-25,,,-0.019933131593491756,1.227243731732143,-0.017652905719583372,1.0863638969853864,,,0.0,1.0650842606899869,0.0,0.9878448712967162,-0.019967725170129888,0.8647448958102326,0.0,0.9738520034591263,0.0,1.1211278254000931,0.002366721429746116,0.8192980405339066,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.006898380131682362,1.015234686349963,-0.006817273006134105,1.0177361688826916
2020-03-26,,,0.0,1.227243731732143,0.0,1.0863638969853864,,,0.0,1.0650842606899869,0.022424071677044896,1.009996375496475,0.0,0.8647448958102326,0.0297113609042157,1.0027864718011938,0.026027505878405008,1.1503079864661374,0.0,0.8192980405339066,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.0097703673074582,1.0251539021388745,0.01195307850160464,1.0299012492032689
2020-03-27,,,0.015169630454063478,1.2458605656195854,0.017546281364451525,1.105425543586074,,,0.0,1.0650842606899869,0.008847865026776303,1.0189326871044009,0.015175319432746704,0.8778676758319901,0.03795263525800667,1.040844861007128,0.03762693307855196,1.1935905480926225,0.0498184176656519,0.8601141725098751,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.022767135285031066,1.0484937197168478,0.025928733305401273,1.05660528402476
2020-03-30,,,0.0,1.2458605656195854,0.0,1.105425543586074,,,0.0,1.0650842606899869,0.0,1.0189326871044009,0.0,0.8778676758319901,0.0,1.040844861007128,0.0,1.1935905480926225,0.06835538699662713,0.9189076096330713,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.008544423374578392,1.0574524939636951,0.008328126942201053,1.0654048269579186
2020-03-31,,,0.0,1.2458605656195854,0.0,1.105425543586074,,,0.0,1.0650842606899869,0.0,1.0189326871044009,0.0,0.8778676758319901,0.0,1.040844861007128,-0.00513472435631027,1.1874617896338697,-0.02738762108957853,0.8937409162041104,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.0040652931807361,1.0531536395510321,-0.004110905777942332,1.0610250480989296
2020-04-01,,,-0.005497669116841689,1.2390112364640877,0.024192071190392312,1.1321680770321865,,,0.0,1.0650842606899869,0.003892172726516496,1.0228985491193048,-0.020938301621086827,0.8594866176520175,0.008668906609681108,1.049867847902365,0.0,1.1874617896338697,0.0,0.8937409162041104,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.001289647473582675,1.0545118364815735,0.0013099185638627525,1.0624149045061577
2020-04-02,,,0.0,1.2390112364640877,0.020622943386240516,1.1555167151885302,,,0.0,1.0650842606899869,0.0,1.0228985491193048,0.0,0.8594866176520175,0.0,1.049867847902365,0.0,1.1874617896338697,0.0,0.8937409162041104,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.0025778679232800646,1.0572302287195585,0.0021141896541871127,1.0646610511057188
2020-04-03,,,0.009608107121130251,1.2509157891483187,0.029654164829722045,1.1897825983242296,,,0.0,1.0650842606899869,0.0033844170796693976,1.026360464439713,0.011877624070407706,0.8696952765900344,0.007967684292590772,1.0582328634633928,-0.07279924677475116,1.101015465774726,0.04432236907570865,0.933353630950171,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.0042518899618097065,1.061725455316373,0.002181360955829525,1.0669834611537932
2020-04-06,,,0.0,1.2509157891483187,0.0,1.1897825983242296,,,0.0,1.0650842606899869,0.0,1.026360464439713,0.0,0.8696952765900344,0.0,1.0582328634633928,0.0,1.101015465774726,0.02205290355067281,0.9539367885521854,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.0027566129438341015,1.0646522214492964,0.002686831108471112,1.0698502655094453
2020-04-07,,,0.007657846566403708,1.2604951103291082,0.0,1.1897825983242296,,,0.0,1.0650842606899869,0.0,1.026360464439713,-0.024294941643982614,0.8485660805972323,0.0,1.0582328634633928,-0.005023417310935401,1.0954846056243457,0.018699412227935013,0.9717748458007152,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.00037013752007241177,1.0642581537163096,-0.00016968027773160916,1.0696687330192625
2020-04-08,,,0.0,1.2604951103291082,0.0025681024315360804,1.1928380819079853,,,0.0,1.0650842606899869,0.0007049548500939898,1.0270840022270644,0.0,0.8485660805972323,0.0,1.0582328634633928,0.0,1.0954846056243457,-0.03143633642311761,0.9412258048206007,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.003520409892685943,1.060511528783595,-0.0034992579203930057,1.0659256862330482
2020-04-09,,,0.030574885303581968,1.2990346037531464,0.0102787016837644,1.2050989087089512,,,0.0,1.0650842606899869,0.004541363304348312,1.0317483638252616,0.014725864290630433,0.8610619495417393,0.0,1.0582328634633928,-0.014259424093421933,1.079863626044933,0.02365455813991553,0.9634900853435183,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.00868949357860234,1.0697268369029937,0.008491129292132873,1.0749765990506583
2020-04-13,,,0.0,1.2990346037531464,0.0,1.2050989087089512,,,0.0,1.0650842606899869,0.0,1.0317483638252616,0.0,0.8610619495417393,0.00757120039425627,1.0662449565364618,0.0,1.079863626044933,0.0,0.9634900853435183,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.0009464000492820338,1.070739226434157,0.0014985814408327383,1.0765875390313253
2020-04-14,,,0.0,1.2990346037531464,-0.01437962749970104,1.1877700353014202,,,0.0,1.0650842606899869,0.010863511273064373,1.042956773806643,0.0,0.8610619495417393,0.0,1.0662449565364618,0.0,1.079863626044933,0.008292771320007034,0.9714800882903661,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.0005970818866712958,1.0713785454316094,0.0005769805531427347,1.0772087091051024
2020-04-15,,,0.0,1.2990346037531464,-0.006131294924760509,1.180487466912194,,,0.0,1.0650842606899869,0.0,1.042956773806643,0.0,0.8610619495417393,0.0,1.0662449565364618,0.0,1.079863626044933,0.0,0.9714800882903661,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.0007664118655950637,1.0705574282018466,-0.0006285582059710863,1.0765316207314508
2020-04-16,,,0.0,1.2990346037531464,0.0,1.180487466912194,,,0.0,1.0650842606899869,0.0,1.042956773806643,0.0,0.8610619495417393,0.0,1.0662449565364618,0.0,1.079863626044933,0.0,0.9714800882903661,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.0,1.0705574282018466,0.0,1.0765316207314508
2020-04-17,,,0.0,1.2990346037531464,0.007825148083660544,1.1897249561516874,,,0.013690403330122756,1.0796656937993985,0.004164486068447379,1.0473001527611534,0.0,0.8610619495417393,0.014026818863495123,1.081200981405914,0.0,1.079863626044933,0.005273111584327601,0.9766028111978737,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.005622495991256674,1.0765766330503217,0.005519026051744935,1.082473026791795
2020-04-20,,,0.0,1.2990346037531464,0.0,1.1897249561516874,,,0.0,1.0796656937993985,-0.007154958291095215,1.0398067638498896,0.0,0.8610619495417393,0.0,1.081200981405914,-0.0011024244367157793,1.0786731579952604,0.0,0.9766028111978737,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.0010321728409763743,1.0754654198884575,-0.0008516790846979825,1.0815511071551267
2020-04-21,,,0.0,1.2990346037531464,0.0,1.1897249561516874,,,0.0,1.0796656937993985,0.0,1.0398067638498896,0.0,0.8610619495417393,0.0,1.081200981405914,0.0,1.0786731579952604,0.0,0.9766028111978737,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.0,1.0754654198884575,0.0,1.0815511071551267
2020-04-22,,,0.019328012184898456,1.324142360403092,0.0,1.1897249561516874,,,0.0,1.0796656937993985,0.0,1.0398067638498896,0.0,0.8610619495417393,0.0,1.081200981405914,0.0,1.0786731579952604,0.0,0.9766028111978737,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,0.002416001523112307,1.0780637459809626,0.002878842007993757,1.084664721916197
2020-04-23,,,0.0,1.324142360403092,0.0,1.1897249561516874,,,0.0,1.0796656937993985,0.0,1.0398067638498896,0.0014282233143968481,0.8622917382932149,0.0,1.081200981405914,0.0,1.0786731579952604,-0.012127413742851022,0.9647591448440458,,,16,0.0,0.1489466159506605,0.10251638743273112,0.0,0.06566913728213064,0.09580441620018322,0.11653503582172076,0.19793181566949478,0.15076088405485347,0.12183570758822548,0.0,-0.0013373988035567717,1.0766219448169296,-0.001311113979470771,1.0832426028362538
